Table: RackPositionPlausi Dependency,,
Event_DemEvent_PreDrvBridgeMosVHOpen,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosVHShort,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosVLOpen,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosVLShort,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosWHOpen,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosWHShort,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosWLOpen,N/A,OutputStage
Event_DemEvent_PreDrvBridgeMosWLShort,N/A,OutputStage
Event_DemEvent_PreDrvCurrentVerifyErr,N/A,OutputStage
Event_DemEvent_PreDrvEepromErr,N/A,OutputStage
Event_DemEvent_PreDrvHighTempWarning,N/A,OutputStage
Event_DemEvent_PreDrvInitErr,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosUOpen,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosUShort,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosVOpen,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosVShort,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosWOpen,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorMosWShort,N/A,OutputStage
Event_DemEvent_PreDrvIsolatorWarn,N/A,OutputStage
Event_DemEvent_PreDrvLssDisconnect,N/A,OutputStage
Event_DemEvent_PreDrvOverCurrentU,N/A,OutputStage
Event_DemEvent_PreDrvOverCurrentV,N/A,OutputStage
Event_DemEvent_PreDrvOverCurrentW,N/A,OutputStage
Event_DemEvent_PreDrvOverTemp,N/A,OutputStage
Event_DemEvent_PreDrvPowerOnReset,N/A,OutputStage
Event_DemEvent_PreDrvSafetyVerifyErr,N/A,OutputStage
Event_DemEvent_PreDrvSenseAmpDisconnectU,N/A,OutputStage
Event_DemEvent_PreDrvSenseAmpDisconnectV,N/A,OutputStage
Event_DemEvent_PreDrvSenseAmpDisconnectW,N/A,OutputStage
Event_DemEvent_PreDrvSpiErr,N/A,OutputStage
Event_DemEvent_PreDrvTerminalOverVolt,N/A,OutputStage
Event_DemEvent_PreDrvVbbUnderVolt,N/A,OutputStage
Event_DemEvent_PreDrvVbrgDisconnect,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltUH,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltUL,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltVH,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltVL,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltWH,N/A,OutputStage
Event_DemEvent_PreDrvVdsOverVoltWL,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltUH,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltUL,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltVH,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltVL,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltWH,N/A,OutputStage
Event_DemEvent_PreDrvVgsUnderVoltWL,N/A,OutputStage
Event_DemEvent_PreDrvVregOverVolt,N/A,OutputStage
Event_DemEvent_PreDrvVregUnderVolt,N/A,OutputStage
SSM_EventNotify,SystemStateMachine,OutputStage
WdgMonI_RunnCPR,WdgMMonitor,OutputStage

Table: RotorSpeedCalculation Dependency,,
Interface,Sender/Server,Receiver/Client
aRotAcceleration,RotorSpeedCalculation,ChatterRecognition|LKAChatterRecognizition(RotAcceleration)
aRotAccelerationFilt,RotorSpeedCalculation,ActiveDamping(aRotAccFilt)|ActiveReturn|InertiaComp(aRotAcceleration)
nAbsGeneratoricRotorSpeed4Plausi,RotorSpeedCalculation,RotorSpeedCalCheckPlausi|TorqueLimitationCoordinator
nAbsRotorSpeed,RotorSpeedCalculation,SystemStateMachine(nAbsRotorSpd)
nAbsRotorSpeedFilt,RotorSpeedCalculation,MosfetTemperatureCalculation(nAbsRotorSpd)|RotorSpeedCalCheckPlausi
nRotorSpeed,RotorSpeedCalculation,DriverTorqueCalculation|RackPosition
nRotorSpeedFilt,RotorSpeedCalculation,EndStop|RotorSpeedCalCheckPlausi
vAbsRackSpeed,RotorSpeedCalculation,N/A
vAbsSteeringAngleSpeed,RotorSpeedCalculation,DMS|DriveUpDownSwitch|EpsOutput|PowerAssistance|RackPosCorr|StartStop(vAbsSteeringSpeed)|SteeringControl|SystemStateMachine|TorqueLimitationCoordinator
vRackSpeed,RotorSpeedCalculation,N/A
vSteeringAngleSpeed,RotorSpeedCalculation,APA|ActiveReturn|ChatterRecognition(nSteeringAngleSpeed)|EpsOutput|LaneKeepAssistAngleCtrlPlausi|LaneKeepAssistAngleCtrlTorque|RackPositionControl|UDSServices
mLimMotorTorque,TorqueLimitationCoordinator,RotorSpeedCalculation
nRawRotorSpeed,RPS,RotorSpeedCalculation
sRPSErrCode,RPS,RotorSpeedCalculation
xGearSign,ApplicationFunctionManage,RotorSpeedCalculation
WdgMonI_RunnCPR,WdgMMonitor,RotorSpeedCalculation

Table: IgnitionCalculation Dependency,,
Interface,Sender/Server,Receiver/Client
sSystemKL15State,IgnitionCalculation,DMS(sKL15State)|DriveUpDownSwitch|LaneKeepAssist(sKL15State)|NetworkManagement(sKL15State)|SigProc(sKL15State)|SystemStateMachine
sSysPowerMode,N/A,IgnitionCalculation
sSystemState,SystemStateMachine,IgnitionCalculation
IoHwAbI_GetStatOfIGN,IoHwAbifRte,IgnitionCalculation
SSM_EventNotify,SystemStateMachine,IgnitionCalculation
TRCGet,TRC,IgnitionCalculation
WdgMonI_RunnCPR,WdgMMonitor,IgnitionCalculation

Table: EpsInput Dependency,,
Interface,Sender/Server,Receiver/Client
aLateralAcceleration,EpsInput,DTSCMain
aLongitudeAccerleration,EpsInput,DTSCMain(aLongitudeAcceleration)
fECOModeSWSts,EpsInput,DMS
fEPSInput2CanTerm,EpsInput,CanTerm
fFCM_3_StrngWhlAgReqA,EpsInput,LaneKeepAssistAngleCtrlMain
mLkaTorqueReq,EpsInput,LaneKeepAssist
mSACMotorTorLimExtMax,EpsInput,LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleTorqConvert
mSACMotorTorLimExtMin,EpsInput,LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleTorqConvert
nEngineSpeed,EpsInput,EngineRunning|StartStop|UDSServices
sABSActive,EpsInput,LaneKeepAssist
sABSFailed,EpsInput,LaneKeepAssist
sApxFailureStatus,EpsInput,APA
sApxState,EpsInput,APA
sAssistPraSwitchReq,EpsInput,LaneKeepAssistAngleCtrlMain
sDVDAssistanceStyle,EpsInput,DMS(sAssistanceStyleReq)
sDVDAssociWithDriverMode,EpsInput,DMS(sAssociWithDriverModeReq)
sDrivermodeReq,EpsInput,DMS
sLKAReqToqV,EpsInput,LaneKeepAssist
sLKAStrAngleReqVld,EpsInput,LaneKeepAssistAngleCtrlMain
sLdwVibrationRequest,EpsInput,LDW
sLkaFailSts,EpsInput,LaneKeepAssist
sLkaL2FunReqSt,EpsInput,LaneKeepAssistAngleCtrlMain
sLkaL2ModeReqSt,EpsInput,LaneKeepAssistAngleCtrlMain
sLkaRequestTorqueStatus,EpsInput,LaneKeepAssist|LaneKeepAssistPlausi
sSSMStatus,EpsInput,DriveUpDownSwitch|StartStop
sVSEState,EpsInput,LaneKeepAssist
vRawVehicleSpeed,EpsInput,VehicleSpeedMain|VehicleSpeedPlausi
vWheelSpeedFL,EpsInput,ShimmyTrqCal|VehicleSpeedMain|VehicleSpeedPlausi
vWheelSpeedFR,EpsInput,ShimmyTrqCal|VehicleSpeedMain|VehicleSpeedPlausi
vWheelSpeedRL,EpsInput,VehicleSpeedMain|VehicleSpeedPlausi
vWheelSpeedRR,EpsInput,VehicleSpeedMain|VehicleSpeedPlausi
wApxDesireAngle,EpsInput,APA
wStrAngleReq,EpsInput,LaneKeepAssistAngleCtrlMain|LaneKeepAssistAngleCtrlTorque
yDMSModeSetReqFailSts,EpsInput,DMS
yFactoryEPSInputState,EpsInput,CanTerm
zOdometerValue,EpsInput,ErrorHandler|UDSServices
Com_ABS_ESP_1_ABSActive,N/A,EpsInput
Com_ABS_ESP_1_ABSFailSts,N/A,EpsInput
Com_ABS_ESP_1_Checksum,N/A,EpsInput
Com_ABS_ESP_1_MessageCounter,N/A,EpsInput
Com_ABS_ESP_1_TCSActive,N/A,EpsInput
Com_ABS_ESP_1_TCSFailSts,N/A,EpsInput
Com_ABS_ESP_1_VDCActive,N/A,EpsInput
Com_ABS_ESP_1_VDCFailSts,N/A,EpsInput
Com_ABS_ESP_1_VehicleSpeedVSOSig,N/A,EpsInput
Com_APA_EPS_Control_Request,N/A,EpsInput
Com_APA_SteeringWheelAngleReq,N/A,EpsInput
Com_AVM_APA_1_AliveCounter,N/A,EpsInput
Com_AVM_APA_1_CRC,N/A,EpsInput
Com_AVM_APA_SystemSts,N/A,EpsInput
Com_AcceleratorPosRaw,N/A,EpsInput
Com_DVD_SET_EPS_Assistance_Style,N/A,EpsInput
Com_DVD_SET_EPS_AssociWithDriverMode,N/A,EpsInput
Com_EMS_1_Checksum,N/A,EpsInput
Com_EMS_1_MessageCounter,N/A,EpsInput
Com_ESP1_VehicleSpeedVSOSigValidData,N/A,EpsInput
Com_EngineSpeed,N/A,EpsInput
Com_FCM_3_CRC,N/A,EpsInput
Com_FCM_3_HptcVibPttrnReq,N/A,EpsInput
Com_FCM_3_HptcVibReq,N/A,EpsInput
Com_FCM_3_MsgCntr,N/A,EpsInput
Com_FCM_3_StrngWhlAgReq,N/A,EpsInput
Com_FCM_3_StrngWhlAgReqActive,N/A,EpsInput
Com_GasPedalPosition,N/A,EpsInput
Com_GasPedalPositionInvalidData,N/A,EpsInput
Com_ICM_1_HandBrakeSystemSts,N/A,EpsInput
Com_IHU_DriveMode,N/A,EpsInput
Com_LHFPulseCounter,N/A,EpsInput
Com_LHFPulseCounterFailSts,N/A,EpsInput
Com_LHFWheelSpeed,N/A,EpsInput
Com_LHFWheelSpeedValidData,N/A,EpsInput
Com_LHRPulseCounter,N/A,EpsInput
Com_LHRPulseCounterFailSts,N/A,EpsInput
Com_LHRWheelSpeed,N/A,EpsInput
Com_LHRWheelSpeedValidData,N/A,EpsInput
Com_LateralAcceleration,N/A,EpsInput
Com_LateralAccelerationSigValidData,N/A,EpsInput
Com_LongitudinalAcceleration,N/A,EpsInput
Com_LongitudinalAccelerationSigValid,N/A,EpsInput
Com_RHFPulseCounter,N/A,EpsInput
Com_RHFPulseCounterFailSts,N/A,EpsInput
Com_RHFWheelSpeed,N/A,EpsInput
Com_RHFWheelSpeedValidData,N/A,EpsInput
Com_RHRPulseCounter,N/A,EpsInput
Com_RHRPulseCounterFailSts,N/A,EpsInput
Com_RHRWheelSpeed,N/A,EpsInput
Com_RHRWheelSpeedValidData,N/A,EpsInput
Com_SSMStatus,N/A,EpsInput
Com_TotalOdometer_km,N/A,EpsInput
Com_YAS_1_Checksum,N/A,EpsInput
Com_YAS_1_MessageCounter,N/A,EpsInput
Com_YAS_2_Checksum,N/A,EpsInput
Com_YAS_2_MessageCounter,N/A,EpsInput
Com_YawRate,N/A,EpsInput
Com_YawrateSigValidData,N/A,EpsInput
eSWConfigNVR,NVRam,EpsInput
fCanTerm2EPSInPut,N/A,EpsInput
fFactorySpeedSet,CanTerm,EpsInput
fNmBs_BusOffExecute_gdb,NetworkManagement,EpsInput
vYawVelocity,N/A,EpsInput
yFactoryEngineSpeed,CanTerm,EpsInput
yFactoryVehSpeed,CanTerm,EpsInput
yFactoryWheelSpeed,CanTerm,EpsInput
yNmBs_sReportError_ldb,NetworkManagement,EpsInput
zNmBs_BusOffErrorFitCount_gdu8,NetworkManagement,EpsInput
Event_DemEvent_ABS_ESP_1_IMPLAUSIBLE,N/A,EpsInput
Event_DemEvent_ABS_ESP_1_TIMEOUT,N/A,EpsInput
Event_DemEvent_ABS_ESP_1_VehicleSpeedVSOSig_INVALID,N/A,EpsInput
Event_DemEvent_COM_CAN_BUS_NO_COMM,N/A,EpsInput
Event_DemEvent_COM_ESP_0x211_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x221_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x242_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_0x243_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_ESP_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_GW_BCM_0x321_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_EMS_0x101_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_IC_0x510_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_GW_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_GW_VCU_0x10A_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_IPM_0x245_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_IPM_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x211,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x221,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_ESP_0x242,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_IPM_0x245,N/A,EpsInput
Event_DemEvent_COM_MSGIMP_PAM_0x270,N/A,EpsInput
Event_DemEvent_COM_PAM_0x270_TIMEOUT,N/A,EpsInput
Event_DemEvent_COM_PAM_NODE_MISSING,N/A,EpsInput
Event_DemEvent_COM_SIG_ENGSPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_FL_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_FR_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_IPM_LANEASSIT_TORQUEREQ,N/A,EpsInput
Event_DemEvent_COM_SIG_PAM_TRGTEPSSTRGWHLANG,N/A,EpsInput
Event_DemEvent_COM_SIG_RL_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_RR_WHEEL_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_VEHICLE_SPEED,N/A,EpsInput
Event_DemEvent_COM_SIG_YAWRATE,N/A,EpsInput
Event_DemEvent_HCU_EMS_1_TIMEOUT,N/A,EpsInput
WdgMonI_RunnCPR,WdgMMonitor,EpsInput
WdgMonI_RunnCPR10ms,WdgMMonitor,EpsInput

Table: VehicleSpeedMain Dependency,,
Interface,Sender/Server,Receiver/Client
sRawVehicleSpeedState,VehicleSpeedMain,APA|DMS|DTSCMain|LDW|LaneKeepAssistAngleCtrlMain
sVehicleRunning,VehicleSpeedMain,DriveUpDownSwitch|SSMErrorCheck|SystemStateMachine|TRCCheck
sVehicleSpeedState,VehicleSpeedMain,APA|ActiveDamping(sVehSpdState)|ActiveReturn|DMS|DTSCMain|FrictionCompensation|InertiaComp(sVehSpdState)|LaneKeepAssistAngleCtrlMain|PDC|PDC_Plausi|RackPosCorr(sVehSpState)|UDSServices
vAbsAvgVehicleSpeed,VehicleSpeedMain,ActiveDamping(vAbsVehSpdFilt)|ActiveReturn(vAbsVehSpdFilt)|ChatterRecognition(vAbsVehicleSpeed)|DMS|DTSCMain|EndStop|EpsSicPage|ErrorHandler|FrictionCompensation(vAbsVehicleSpeedFilt)|InertiaComp|LaneKeepAssist|PDC(vPDC_AbsAvgVehicleSpeed)|PDC_Plausi|ParaUpd|PowerAssistance(vAbsVehicleSpeedFilt)|RackPosCorr(vAbsVehSpdFilt)|SigProc|StartStop|SteeringControl(vAbsVehSpdFilt)|TorqueLimitationCoordinator|UDSServices|VehicleSpeedPlausi
vAbsSafeNssVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vAbsSafeVehicleSpeedMain,VehicleSpeedMain,VehicleSpeedPlausi
vRawVehicleSpeedSend,VehicleSpeedMain,APA|APACheck|DMS|DTSCMain|LDW|LaneKeepAssistAngleCtrlMain|RackPositionControl
sSteeringAngleInitState,RackPosition,VehicleSpeedMain
vRawVehicleSpeed,EpsInput,VehicleSpeedMain
vWheelSpeedFL,EpsInput,VehicleSpeedMain
vWheelSpeedFR,EpsInput,VehicleSpeedMain
vWheelSpeedRL,EpsInput,VehicleSpeedMain
vWheelSpeedRR,EpsInput,VehicleSpeedMain
wAbsSteeringAngle,RackPosCorr,VehicleSpeedMain
Event_DemEvent_AppVehicleSpeedInvalid,N/A,VehicleSpeedMain
SSM_EventClear,SystemStateMachine,VehicleSpeedMain
SSM_EventNotify,SystemStateMachine,VehicleSpeedMain
WdgMonI_RunnCPR,WdgMMonitor,VehicleSpeedMain

Table: EpsOutput Dependency,,
Interface,Sender/Server,Receiver/Client
Com_AngleFailure,EpsOutput,N/A
Com_BatteryWarning,EpsOutput,N/A
Com_CANWarning,EpsOutput,N/A
Com_EPS2_Reserved1,EpsOutput,N/A
Com_EPS2_Reserved2,EpsOutput,N/A
Com_EPSFailSts,EpsOutput,N/A
Com_EPSSteeringAngleCalibrationSts,EpsOutput,N/A
Com_EPSSts,EpsOutput,N/A
Com_EPS_1_MessageCounter,EpsOutput,N/A
Com_EPS_1_Reserved1,EpsOutput,N/A
Com_EPS_1_Reserved2,EpsOutput,N/A
Com_EPS_2_CRC,EpsOutput,N/A
Com_EPS_2_Message_Counter,EpsOutput,N/A
Com_EPS_3_CRC,EpsOutput,N/A
Com_EPS_3_Message_Counter,EpsOutput,N/A
Com_EPS_3_Reserved_1,EpsOutput,N/A
Com_EPS_3_StrngAgSpd,EpsOutput,N/A
Com_EPS_3_StrngAgSpdValidData,EpsOutput,N/A
Com_EPS_3_StrngWhlAg,EpsOutput,N/A
Com_EPS_3_StrngWhlAgValid,EpsOutput,N/A
Com_EPS_4_AgCtrlLimActvd,EpsOutput,N/A
Com_EPS_4_CRC,EpsOutput,N/A
Com_EPS_4_HptcVibSrvAvl,EpsOutput,N/A
Com_EPS_4_LatDrvgAvlForLvl,EpsOutput,N/A
Com_EPS_4_LoASts,EpsOutput,N/A
Com_EPS_4_Message_Counter,EpsOutput,N/A
Com_EPS_4_PSCMActRPCTrq,EpsOutput,N/A
Com_EPS_4_PSCMActRPCTrqValid,EpsOutput,N/A
Com_EPS_APA_CurrentSystemStatus,EpsOutput,N/A
Com_EPS_APA_FaultStatus,EpsOutput,N/A
Com_EPS_APA_SteeringAngleInvalid,EpsOutput,N/A
Com_EPS_APA_SteeringWheelAngleRes,EpsOutput,N/A
Com_EPS_AssistanceStyle_Sts,EpsOutput,N/A
Com_EPS_AssociWithDriverModeSts,EpsOutput,N/A
Com_EPS_EOTLearning_Sts,EpsOutput,N/A
Com_EPS_Temp_monitor,EpsOutput,N/A
Com_EpsControlStatus,EpsOutput,N/A
Com_InternalFailure,EpsOutput,N/A
Com_Reserved_InternalFaultcodeBits,EpsOutput,N/A
Com_Reserved_MCSwVersion,EpsOutput,N/A
Com_Reserved_SwVersion,EpsOutput,N/A
Com_SAM_1_GCRCCheck,EpsOutput,N/A
Com_SAM_1_G_MessageCounter,EpsOutput,N/A
Com_SAM_1_G_Reserved1,EpsOutput,N/A
Com_SASCalibrated,EpsOutput,N/A
Com_SASInit,EpsOutput,N/A
Com_SteeringAngle,EpsOutput,N/A
Com_SteeringAngleSpeed,EpsOutput,N/A
Com_SteeringAngleSpeedValidData,EpsOutput,N/A
Com_SteeringAngleValidData,EpsOutput,N/A
Com_TorsionBarTorque,EpsOutput,N/A
Com_TorsionBarTorqueDir,EpsOutput,N/A
Com_TosionBarTorqueValid,EpsOutput,N/A
cMcuTemp,TempDrv,EpsOutput
